id,text
556,Please I am alone and I'd like to know if there is somebody out there who would like to adopt a child year adolescent please adopt me.
557,what cyber cafe's are working?
558,we do not have water we are in Santo 15 thank you
559,"Hello, I do not have any death but we have lost everything, we have no food please find a way to help us"
561,"We need water and food, please help us because we don't have any help Clercine 4"
562,send me the info for the croix des bouquets please
563,I am located in Road Brothers - Impasse Fortin. .. A bit further than the Granite Market
564,CARREFOUR FEUILLES is a slum in west port-au-prince. Rest of message does not make sense
565,"Hello, it is a good rest after the company teleko on the road to the right of the dead end Roger colas after the 9th house on the right-hand side of the street, there is about 30 people. .."
566,"student group from Port-au-Prince, they have arrived in port-de-Paix, they did not save anything, they lost everything, they need help, we are counting on us."
568,Digicel has no signal in Jeremie
569,"Digil thank you, please add some minutes on my phone."
571,There's internet in santo but the signal is lost fast.
572,"I am in Rock--Boats. I need to call my family, but I can not put a calling card on my phone. Please let them know I'm trying to reach them."
573,"We're in Erice street, area Peguy-Ville ( Petion Ville area )"
574,Let the radio stations begin with Missions ( q ).
575,Please find a way to amuse the people to help them with this stress
576,meteo. .. .. We might get rain.
577,What do do in Pestel? People keep coming and food is missing. And it's difficult to make phone calls.
580,People from Grand Goave would like to ask the authorities if they are not human being like the rest of the peple on the island. They had no help since January 12
582,"We need water, food and medical care. We are under the village. Monpelye ( Street of the Pylons? ) Delma 33. Thank you."
583,Good evening to all US soldiers. we still suffer from this great event. We would love to handle your presence of authority. thank you
584,even a little water we can not find from any other people.
585,"In Grand Goave, a sack of rice is selling for 300 dollars. We rarely could get some"
587,"I have written you since yesterday we have yet to receive help I have not seen nothing done, please help we are suffering"
589,"The survivors of Pernier Fatima We have about 650 families who need food, tent, chothing, medicine and more. We have some people with broken bones, some who are dead .."
590,good night please i need to call urgently for my whole neighborhood. thank you
591,"Simple location : Name of place, street and number, town."
592,"I have been writing you since yesterday we are asking for help until now but have to yet to receive anything, we are without shelter and are still suffering"
593,I need information on travelling to Canada
594,"we haven't received anything in terms of aid. for example we nee food, medicine, doctors, and tents to sleep in. to be okay in ?SID."
595,Help us Pelerin. We can provide transportation.
596,"Hello I have feels over 3 sms messages to you alredy and we have yet to recive any aid, please respond so I can give you the site where we are ( in the West street red Earth at Ebenezer Church )"
597,Needs a phone card to call
598,"We need food, water, money, energy, please around Santo, 2nd Street Alexia No. 4"
599,"I'm O. K. in Crossroads Bourry we Torbec rd. I need food, water, phone card to communicate"
600,The person would like a mode of transportation
601,Scout South/les Cayes Camp perrin ( his eats for the of localize Locals at Scout South/les Cayes-Camp Perrin -food for the local people GPS rental may be off. verify with look up of Camp Perrin
602,"I am in the department ( sid zon banbou ). ( something ) is killing me, please tell someone. It is. .."
603,could you please speak french to me because I do not speak English. Thank you
605,"Hi, I leave in Gressier, it's really far. .. nobody ever showed up to help us."
606,there are 60 people with me who are dead but there are living who are hungry please help us
608,"The way I see this country's situation, we are better off handing it back to the whites. No one is handling anything. Schools and other institutions have technicians."
609,i received your message with hope. I want to know 1. when will I get year answer. 2. where do i go to rendezvous? 3. what country are you helping from?
610,The cyber cafe in intersection Off of Wayne 87 it is working. You have not feel Rep's to bring food for us. we are waiting for help
611,"There are many of us in Mangonese Street, in Christ the king in PAP we need food, water, tents and medical assistance"
612,"urjent need we are in need of food there are pver 4500 people, about 150 families that are without shelter. more than 20 wounded. they are in petion ville near pernier"
613,The one who will manager the distribuition has his/her own car.
614,"Please, we are staying in a church. There are no wounded but we are in say need of food, water, gas. Our house is completely leveled"
615,family. friends and all of those who knows me. . tell them that am alive thanks to god
617,"DIGICEL DO SOMETHING FOR US, PLEASE. WE ARE IN DANGER WE WANT TO TALK TO OUR FAMILY"
619,I MADE A MAP TO FIND THIS FAMILLY WE ARE 13 PEOPLE
620,Where can one go to buy a ticket to leave?
621,Message received ( then in french and creole )
622,--The New life which is situated in the center of the city of Jeremi .
623,I'm TRYING TO CALL PEOPLE but IT'S NOT GOING THROUGH
624,"LOST MY HOUSE, I ESCAPED ON TIME SO DID MY PARENTS"
625,this is asking to call number.. number is truncated.. this is the number in the USA 610.. NOTE: Please review so number can be put together..
626,"the address is latan imp of flowers number 2----please hurry we nee water, food and sheets! we have babies in here that has noting!!"
627,"We need Food, etc in Croix-des-Mission, Rail Street #17. Thank you for your understanding."
628,WHY DIGICEL IN LEOGANE STILL CAN'T MAKE ANY PHONE CALLS? PLEASE DO SOMETHING FOR US WE NEED TO LET OUR FAMILIES KNOW WE'RE OK!
629,"Not sure if it's St. Peter gold of St. Stone School, Port-au-Prince."
630,We're a large group of victims. We need water. Some of us have high blood pressure.
631,"There are so many people who came to the city of Les Cayes, they have nowhere to stay."
633,Graphic Designer - IT professional.
634,"Please I am trapped in a Restaurant in Rue Du Centre, Port-au-Prince. Please send Help, please."
635,"No one ever came to Delmas 30, we have no water to drink, a lot of people have died, the bodies smell. Thank you."
636,"Good morning, we heard about you. We live in Canape Vert in Saint-Hilaire. We need help, we never got any."
637,"We need Help in the Crossroads, the area is devastated and we have a lot of problem since the quake"
638,We need help in port of peace because all people who left port-au-prince cam n port of peace know we need help we need help
639,"We want to thank Digicel for letting us send text messages. We are in Wood Carpeting ( Upper Petion-Ville ), we have no destroyed house, but we need Water and Food, we lost our job, we lost people."
640,"We have no more water in Mariani, after Carrefour,"
641,We have no water or food. Please make a way for us.
642,Could you please send me a few minutes for me so I can call you so you can come and pick me up. I am hungry -- please.
643,We are in the area of Franche Croix des Bouquet we have no water or food.
644,"Please can you refill my cell, I need to call my family and I have no more card. I am in Petion-Ville"
645,On the Island of The Turtle there are a lot of people who have come from the disaster area in Port-au-Prince with nothing. they are in need.
647,"We are in Lespinas, around Fort Jacques area ( Fermathe, upper Petion-Ville ). Our house was destroyed with everything in wi own. Please we need food, thank you."
648,"I live in Boyer in Think of Missions. Since the disaster, the population hasn't received anything from the distribution yet. I would like that the authorities - Incomplete"
649,Have some type of way for us with out that we all are going to die hungry thank you.
651,Good Morning I am in Haiti : I need my father and godfather find food for us to eat and a place for us to sleep. The address where we are is near pot lathan royal m b c is the number
652,"We received many wounded people, we have no staff and no supplies, we need specialist at Immaculate Conception Hospital. Thank you"
653,I have only the dress that I wore on last Tuesday. .. please help me now I am in Port-de-Paix ( P?dep? - best estimate ) NOT URGENT. ..
654,"I am a victim, I need assistance."
655,"We are right behind the airport, we have no food, no water, we all all kind of problems, please help us, we are waiting for you."
656,"we need a lot of help please. we're in Martissant, especially those under the rubble. we need food, water and medicaton for the victims. thank you very much"
657,"I ask if you can help me go to Quail so that I go to my family, please. Thank you"
658,"They're hungry, they need something to eat"
659,"we do not have water, our house is compromised (cracked), we do not have a place where to sleep."
660,"We are in Fort Jacques, near For Alexander. Our house was destroyed, we have no food, please help us."
661,"we are in Sarte, dead end Philadelphia. We have nothing left and we have no food."
662,I wrote you and you never brought anything to me. I need to know if you no longer can help me. Thank you. ( No rental )
663,Please help us so that hunger doesn't kill the children
664,"Our problem consist of food and underwear. By God's grace, come to our aid."
666,We need help at Pax Vila Crematorium purpose. .. We haven't received anything thanks.
667,I would like to know what the time/date there will be commercial flights to the US please
669,we have transportation. call me-we need help.
670,help at 3rlle of the work at the college lamartinere. help us need . .. NOTE could not locate on map
671,. .. I trying to give you more info. ..
673,Things are so difficult for me and my child. Thanks
674,"you have not provided any aid to Kabar, meanwhile all the people are in the street."
675,Tonight I have a lot of problem.
676,"my mom and dad are blind, im sick with an ulcer. my stomach hurts"
678,"We need Food in Debussy, some can find some others cant."
679,Please we need food and water and tents so that we can sleep. Please go look at Carrefour particularly in the area of Titus and Betem ( golden Boten ). We need food because - Incomplete
680,"This sms is for the people that are giving aid, we are at Rue Magloire Ambroise a little farther than the church Wesley. We are dying of thirst and hunger. We are not well, please help us."
681,"it's a group consisting of social workers, psychologists and sociologist based in gves since after the disaster that would like to offer psychological assiatnce"
682,"Laboule 12 extended, section Prosi NO FOOD NO STRUCTURE"
683,We are about 150 families still on the roads ( I assume no shelter ) in the area of Mariani - Head source ( 1 and 2 ) on the part of the road from Morne to Boat i gressier.
684,"We are LYPEDHA organization we need support of another organization gold every boby around the world for help the peaple in our area. No food, no water, no"
685,"I HAVE A BIG PROBLEM. HERMANE, THE ONLY LITTLE GIRL FOR HER MOM DISAPPEARED. HER PASSPORT EVERYTHIG IS MISSING TELL ME WHAT TO DO TO FIND THEM"
686,"We need help we are close to college, lamartiniere in a house made of metal. we need food and water. we are about 30 people."
687,"I am asking help for Gresey, in our hill we are not receiving help. I am asking the autorities for their help."
688,"Hello Good morning. Washington we are a group here without shelter we need a tent, food, water and clothes and other important things such as a mobile toilet. We are at the Place."
689,across peace hospital. we r waiting on u
690,"We need help in Gonaives because the raboto hospital is packed with the injured and we need doctors, water, medicine, food because many of them are not from Gonaives"
691,"I send this message on behalf of our neighbourhood, we live in NAZON, one LOGAN street. we need help : need water, food and other t othe rest of this message is truncated."
692,"We are and Organization LYPEDHA. In their area, lack of WATER, Food and doctors. No officer of any kind came to the area."
694,Broken well they say that they can not do anything for us. Oh my goodness-help us come save him for me. Would you please. We are in the Brenda hospital at Les Cayes Room#14. We are suffering alot alot.
695,"IN MY CITY. WE WANTED YOUR HELP PLEASE WE NEED OF THE FOODS, WATERS. It wears out. HOUSES. BEACAUSE BEAR HOUSES IS DESTROYED BY THE CATASTROPH. We are in the stre"
696,"Mother has 4 children and 3 other children from a sister who died, and 1 child from another brother who died and, i1 other child from the brother of his husband who died. In total 9 children are under her responsibility. .. Note : Track by phone. .."
697,We are ok but we don't have enough money to help our mother in the face of the dificult life we are living right now. Please think about that.
698,"Please people in Carrefour, Magloire Ambroide Avenue need shelter and the aids do not reach this area, please do something shelter, near the Salem church"
699,"The people from cites Castro in But Gate 10, we need aid such as : food, water, tents and much more. we are about 3000 people in the area ( the area is the airport area )"
700,URGENT CRECHE ORPHANAGE KAY ALL TIMOUN CROIX DES MISSIONS IMPASSE BALEV BUTTE BOYER LACK WATER AND FOOD AND HAVE SEEN NO RELIEF SINCE 8 DAYS HELP HELP
701,Where are the people in charge? We were supposed to be served in a brief delay. ..
703,"hi, i am an electronic technician, foreman and student in computer repair. my wife is computer technician, conclude we are in need . .. "
704,"we r dying of hunger in Fontamara 29, we don't have any homes"
705,we are dying of hunger. we are located at source corrosol Church of God. .. is my life. we have approx 900 people. Note : could not find on th map
706,"Please. We ask for urgent help for the population of Fampak. We can no you can stay survive with misery. We are located in Road of Damien, Alley Fampak in the Fampak Shelter in the neighbourhood."
708,I was trying to operate a school. It does not work. Look to see what you can do for me. ..
709,"in the nam eo thcf population in my area, that is now living in the streets becuase our houses have been demolish by the earthquake, we want you . .. "
710,"Hello, I have a problem. I want to make an international call but I don't have enough minutes. Please can you help me with that?"
711,. .. i we need security while we wait for your help. i say thanks
712,"we still do not have help in gressier, Leogane. we are suffering, please help"
714,"i would like to thank all the country that responded positively and actively to haiti after this natural disaster for a minute. .. but, the country. .. . .. "
715,". .. I thanks for you help, we are counting on you."
718,"I am far. here I am. .. I am a woman. I do not have a phone card to call. I am trying to leave Port-au-Prince I am ashamed, I am afraid of cars. Please give me a chance"
719,"Good morning, I wrote a message. I do not know if you found it. I am asking ---"
720,We need food and medical supplies. There is a bab who is very sick with a high fever.
721,"Please, can we still be counted as victims of the drama that occured? I am tired of sending messages to tell you that in La Gonave, we can no longer survive because famin ( empty stomach ) is overwhelming. .. AN URGENT NEED TO RESPOND"
726,AJACDEB association of youngs in haiti for development from Beauduy and neighboring areas. we write you to let you know of the victims. there isnt any. .. ..
727,we make an inventory. There are a lot of destryed houses. A lot of injured people. Lot of deads. It is a catastrophy. Please make an effort for these people. Our address is Route des Freres in Perrier. .. NEED SERIOUS HELP
729,Why don't the authorithies send help in Mariani?
730,"so, we cannot go on. We gave our address, and we need to for you to come and check all that"
731,"They need baby food, milk, food and drinking water."
733,I need a card for my cell phone because I want to call my uncle at the Dominican Republic ( santo domingo ) Address : Delmas 31 Thanks
734,"inform that he earthquale on jnauary 12th, has cost huge loss of life and left more than 2000 refugees. for that reasons, we are asking your . .. "
735,"People at dAL cARREFOUR ( lIMY STREET ) NEED wATER, MEDICATION, FOOD"
736,he did not see any cybercafe he will let you know when he sees one.
737,How to find help and what kind of help
738,"I am AT nazon Street, with no food, no doctor with a baby."
740,We're homeless. We live in But Gate. We cannot stay at our house in Pax Vila. Thank you.
741,They're announcing a lot of rain for Haiti tomorrow
742,The message was cut. It reads : ouquets ( I guess the rest of CROIX DES Bouquets ) in a zone called Campeche Dumay.
743,"We have not received food in Santo, Croix des Bouquets. Thanks."
745,"He is in gros morne, all the wounded are there but they do not have health care. i am asking you to come and help them for me please. he didn't precise the number of wounded people."
749,"we are in need of water, anti thera, face masks and tents. we are at Lamentin 54 rue cocteau, carrefour"
750,"We haven't received anything! We're 173 homeless, we have no food, no drinkable water. Helicopters can come where we are. Deland 3rd section. Translator's note : I DON't KNOW WHERE DELAND IS. PLS CALL THEM TO FIGURE OUT."
751,"I need rice, flour, oil, milk, sugar, spaghetti, water , magi, tomato paste, cheese ( no. locator information in text )"
752,"Good evening! Radio 1, have you heard from Tiyous?"
756,"Please I have to go to the USA on the 24th, will I be able to because I am told that people cannot travel/fly out of Haiti?"
757,Good afternoon. .. HELP. .. We are located in Port-de-Paix. We need food for the people that just arrived and they do not have NOTHING to eat. Please listen to our PLEA. ..
758,Good evening! I am trained in Agronomy and I would like to work in that field. Thanks
759,I thank you for the good work you are doing
761,I want to tell Digicel that all my family perished. I lived in Fontamara. Now I live on the street and a friend allowed me to use his phone.
762,Please. .. Send me some minutes for my phone. Thanks.
763,"I am eating lemons ( or in nan sitron-- an area? ), I am hungry, thirsty, I am dirty. Please save me I am dying."
765,No Address-your answer is my only hope
767,starting from saint michel delatalay we have people that are leaving port-au-prince and that are coming with their friends. can you send help for saint michel
768,The government authorities ask for decentralization. That people from the provinces should go back. .. to their original regions.
769,"Relative to all the people leaving the capital, and migrating to other cities, what is the plan? Do you know that our cities are overcrowded?"
770,3 children my house was destroyed with everything I had there's no one ( incomplete )
771,Hello we are in leogane in the area Signo before Banbou foundation we need food and water don't forget this area we have not receive anything yet
772,Simpaties to all haitian people
773,iss there a way to send help to cap haitien too because many people ( incomplete )
774,people living in p-a-p that are from cap haitian. there are alot of people in your city
775,at some point the hunger is going to be even more of an issue if there is no aid
776,I would like to know if People by chansolm who were in port-au-prince are going to get any help
777,we are in Petit-Goave and we have a great need for water and food because whatever we had. .. it is finished
779,Hello we are in Belok Leogane. We are hungry we have nothing for the area of belok. It is the student association of baloch Leogane
780,See what you can do for me. My house is destroyed. I am starving for food. I live in Mariani ( Carrefour ). I can't take it anymore. HELP!!!!!
781,"In the 11th section, Gros morne, Leogane, there are no one to help. Flue, hunger, homelessness and compromised soil and structures. We"
782,We can't take it anymore! Help us please. This is most likely coming from everywhere in Port-au-Prince and Leogane. 
783,department of Grand Anse we have alot of problems there are over 8000.
784,We are waiting for distribution of food in the Nazon area because we are suffering very much. please pass this message along.
785,I have a person alive under the Caribbean market. help me save them.
786,"Carrefour lamentin 54 road and rail centre, the grace hospital need food and medication and water we need help food and water medicine TN : using openstreetmaps, I found a large building on lamentin 54 that could be an hospital. .. please confirm."
787,"Asking for Water, Food and Tents"
789,We need medicine for high blood pressure and tampons/pads and medicine for thee baby too.
790,"Need tents, water and food. Children are sick with fever."
791,I am without help. Please help. I am homeless.
792,"We Don't have food, there is no water, there is no money. Our house collapsed in Port-au-Prince with everything inside it. I need work, I need the text probably."
793,Help needed with food and water.
794,"we need food, and water please"
795,"Please, I am suffering. give me a cahnce to save a life. please call this number so i can be involved. thak you four understanding"
796,"we need food, water, toilets and security forces need to be present when the distribution of goods happens. We are on the Plaza in Canape Vert ( Place Canape Vert ). Please bring tents. Please save us. ( ENGLISH ) We are in need of food, water, TOILET. PLEASE come with the forces of security to ensure the proper droulement of the distribution of these items. We are on the place du Canape Vert. also bring tents. PLEASE help us."
797,we live in Fontamara 27. We have problems with lack of food and shelter. please help us
798,"i am in Bombardopolis, Haiti, A lot of people are dying He probably is talking about rescued people who are baddly injured they need medical supplies"
799,"Please, durinfg the earthquake, we lost our house and we are injured and we need help. we are students"
800,"I am in the zone : Jan-Deni first lefthand. Small river, the Artibonite."
801,"People in grand goave, especially n Foch. we are hungry and we are sleeping in the street. please help"
802,A lot of victims arrived at the hospital at Erez and Marchand Dessalines.There's A LOT OF doctor VOLUNTEERS in place
804,she is really sick and needs help. use my number phone for more information. We are waiting for a reply. No number provided for that.
805,there was a cold front over cuba this morning. It may come through Haiti tomorrow. Some isolated showers are also forcasted over our region this evening
806,We thank you for choosing to help Haitians in Haiti. I salute you in the name of the Lord.
807,"i AM located at Leogane ( Lompre ) no house, no food, no water"
808,"We are located at leogane laferone. WE are diing with no food, no house. Help us please"
809,We have several people suffering from dehydration because we do not have water. we are in Leyogan. ? in a different road bary. thursday.
810,Intersection/crossroad of PALOMA need water and food please
811,Please put a prepaid card ( in minutes ) for me. .. I want to. .. with someone overseas
812,"every kind ( food, water, tent, first aid kit. .. )"
813,"PLEASE HELP ME I LOST ALL MY FAMELY I GOT ONLY ONE PERSON WHO USE TO TAKE CARE OF ME, GOT HER PHONE NUMBER AND HER SOCIAL NUMBER SHE SAID SHE'LL HELP ME"
815,"I am asking for your help please, because we can't no longer take this. Come rescue us, we can't find any help. Just stop by and come see us. I am waiting and I thamk you in advance"
816,"we need food and water for 70. we are located at dincombe street ( College Louis Mercier), there' s an other one at Lamarre streer at the parking"
817,don't forget the sogebank has a lot of victims. Thank you
818,I want to know where is the cyber ( Internet ) cafe
819,"Earthquake, also heklp us find tents, water, vitamins, food, medicine, lamps, sheets, everything. Thanks for everything."
820,"Thank you very much, when they going to have a follow up?"
821,"In Mirebalais, we have 2 Cyber Cafe working across the wester Union."
822,"Hi, this is the Quote Military association, we heard that people were giving help, but we did not find anything yet."
823,"i need to go to find my family in the USA. I have no house, no clothes, no money and no food come to my area. Please help me"
824,we have a lot of problems. We cannot sleep gold eat. They have not brought any help for us. we want to go to the united states toour family to help us. help us please
825,"The Big problem that we have in Barada, we are asking Digi to see what it can do for us so we do not die of food starvation. Ok Thank you."
826,"People from Delmas 32 are asking if they will let them die with dead people, odors, hunger, thirst and sunburn. .. They heard shelter and medicine were given but they never got any."
827,i want them to build the capital to another place
828,"people on street dza plastik didn't receive nothing, no water, no food"
829,"Hello I can't receive call, when someone try to reach me, there's a message saying the number is not available. Please try to fix the problem for me"
830,"Child needs food, water, medical care, etc"
831,we need help at twin street delmas 33 in port-au-prince
832,"We need Help, food, water, medicine. .. we are right across the Justice Palace"
833,"I have a lot of problem, I cant call my family in port-au-prince, I need a card on my cell phone please."
834,"we need aid, i am in fontamara with my husband. we have no home please contact at this number thank you"
835,we need food amd water for alot of kids
837,we are in the plenn. we no food or water we are living off of god. we are waiting for help
838,"we need TENT, food, everything. .. .. .. .. ..."
839,"I thank you all for your disposal to provide relief. Please, we are a family of 8 persons, we would like to be granted 2 tents. Thank you in advance. Note : Please call to check rental"
840,"I need food and clothes, I am in Lasile."
841,"we have no home, we are hungry, we have nothing please help"
842,"my house is down, I have nothing"
843,"at Bicentennial, itS broken go see ' em"
844,"We are in Wood Carpet, we have no help, sleeping in the Cold, no tent, and criminals are all over the place."
845,HELP ME. .. You can call me on my number. Thanks. Note : Call to check rental
847,i am in the street with my whole family. the address is martissant 23 in the streets
848,"We need help at Place Mausolee facing the Palace of Justice ( Court Building ). We do not have access to water, we do not have food to eat"
849,"At st Martin Street entrance Mariella street we need help we have no house, we need water, food. thanks"
850,"We need help. We are located at the square in front of the Palace of Justice There' s a lot of babies. We need water, food and medication."
851,i am in kenscoff we have no home and we are sleeping on the streets we need first aid kits
853,I need you to send me 50 dollars for me through CAM Transfer. Sea. .. Note : Uncomplete message. Person was trying to ask someone? to send money through a Money Transfer House ( CAM ). But the message is truncated. Please call to check. ..
854,"We are the female assiciation of Shada, we need food, water, tent, and medications. We are around Damien and carrefour Shada."
856,"Please help me, I am at the street Bwamonket impasse pericles. No ffod, no water"
857,Contact his father in Chicago. He works at the national palace.
858,I want to talk to someone in your organization Note : To follow-up. ..
859,"Good Night. We are 8 people who are refugees in Coix des Bouquets, Duval 30. We would like to benefit from food kits and 2 tents. Thank you for your understanding."
860,"We are located in rue St-Martin close to Alley Mariela. We need help because since the earthquake, we sleep in the streets. We need water, food, tents for the committee. .. sta. .. Note : Message truncated. .. Call for details. .."
861,Food and water is needed at the Benoit Batraville school at Laboule 13
862,What is the address of the radio station? I ask because I need to drop off a file for the committee we created. Thanks in advance!
863,Where we are we can't find anything. Not even a little water or help.
864,"No rental : we dont know what to do, help us please."
865,"I will no longer bother you, I have so much problem and I keep on texting you but you never reply, good night"
866,I am in the streets with 1 dress. .. . help me please
867,"I am a victim in the south department, Aquinas, I havent found any help yet, there are a lot of people in the area and they have no help still."
868,What it 's going on on the next few days
869,Message received. Message received. Ringtone or ale BERIBHTEN INBOX
871,"Please my Brothers help me, things are going harder and harder. Life is really expensive please help me"
872,"a lot of people left the city to go to the province ( rural ) areas, we need to encourage decentralization, create work for the camp to be . .. "
873,"We called at a radio station they do not do anything, we contacted some other people, nothing, contact us at this number "" please, come help us. ( no number provided from this message )"
874,"I need white man to give tent, because the government and the police will take them"
875,There is no food distribution in the area where i live?
876,Thank you. I'm in the Northwest in the countryside. I'm not able to find any cyber cafe that functions. I'm going to see if I can listen to the radio
877,"Please, is this the number to call to get more information."
878,"My Family, in Ti Goave and my mother, who is there need food and tents"
879,4636 : MInustah fm radio is working now on 106. 1 FM and 94. 9FM
880,I am a law student. I don't have a place to stay because my home is destroyed. I haven't received any of the aid the foreigners have feels.
881,"We are a kan of 600 people stationed at Riboncy Street. Honorat at Nazon area, we have no water and tent. Please help us."
882,"at calboi place, we need food and water"
883,need some help please we ar at carrefour pernier please verify for rental. ..
884,"Dear Friends, Say something for me. i have a lot of problems My mom, my dad, my brother and sister all gone. I have no one to call. Please help me"
885,We need a rescue team. We need help in the Delmas. Thank you
886,I am starving for food. I am located in the Crossroads 52
887,"We are a group of people living at tabarre 27, we are dying because we have no food please help!!!!"
888,It is cold in Cuba this morning. It could reach Haiti tomorrow. Some showers are predicted for our area tonight.
890,I can't communicate cause I have no money on my calling card
891,"The countryside are getting overcrowded, we need help in Miragoane,"
892,"No Rent : I am sending this cry for help, I cant take it anymore, life is too pricy here, I need a visa to go work abroad and help my mother, because my father died."
893,"I'm homeless, I need a tent for the kids."
894,"No rental : no gov officials showed up to see us, we have a few kids. .. message truncated."
895,Food and medication is needed at camp in les Cayes. written by a priest from the sacred heart of jesus parish
896,"I have no body to help me, I don't know what to do please help me"
897,we have not received anything in CANAPE VERT. Please help.
899,"We are in Delma has 1, in local pinson. We have a great need for food and water."
900,"Need food, water, shelter and lighting."
901,I'm homeless from Cabaret. Please help.
902,"We are in needs since the earthquake, we do not have any support, everything that we have is finished. We are in b ten"
904,"clothing, food and tents because the sun and the rain are giving us a really hard time. ( incomplete )"
905,We are in blancha. We have nothing. No one has visited us in 10 days. This is terrible.
907,Give me information please. .. Note : Call to find out what he/she wants. ..
909,I can't call my family because i HAVE no minutes on my calling card. Please help me
911,"We are somewhere in Gressier, we have not found any help yet, we need Food, water, TOILET asap, everybody in the area need the same."
912,We are from Radio Echo 200 in Petit Goave. We lost Baselais Volcy. The radio station is really in bad shape.
913,There's a place in Leogane called Kachand?l where there are lots of collapsed homes. Most of the people make their home with blankets as tents. More we haven t received any help.
914,"No rental : please send us Help, we have a lot of children."
915,The Office and direction and walls of the discotheque of the Studio is almost crumbled. .. All the entrances are cracked as well as the walls. . We are broadcasting from the streets. .. Note : Please call and ask for exact rent
916,"Do something for us. We have already used up everything we had. We are in Bertin, Carrefour. Thank you."
917,Please help me because i have nobody. I believe that you hear my cry gold give something in other for me to continue with my study.
918,And i do not have money to buy a phone card ( incomplete )
919,"That's too much. .. Our Archibishop is gone. Our priest and seminarist, most of them are dead. Our training centers are destroyed. This is the reason why I am asking you to help me to complete the rest of the school year wherever you can. .."
920,"At Village Solidarity, these people have nothing, there's a little baby needs to be fed ( no food ) please, No kotex available for women that have their period and lots of other problems, please help."
921,"We did not find any of the aid the US feels. We live in Leogane, the area merge."
923,"visit this website, we are looking for help please, so these people don't die of hunger. Thank you"
924,"today. A lot of them are hurt, they would need medical attention. Some of them have suffered psychological trauma and would need to see a psychologist. Some of them are not from this town. ( Incomplete - This is only part of a message )"
925,Please come and help us we are in pis Aviation ( Aviation Street )
926,we live in the department of the south of the country. The part of the country is Aquinas and the section is Lakolin. We want to ask when will we get help because most of the people who were living. ..
927,"In the capital, we are in The Kolin ( the hill ). We need aid too."
928,"At vifranc street ( near of Bolos ) lots of people who need water, food please help us"
929,one item of clothing. please go and help them. - Incomplete
930,"You know what to do. I am sleeping in Place Canape Vert, outside. I can't find a tent where to sleep. I don't have food and money."
931,"We never got any help, we only kept going with the little we have, but we will not be able to keep it, please help us"
932,"A lot of wounded people from port-au-prince, miragoane, petit goave and leogane cam to The Cays. So, come help Les cayes."
933,"We are at the Place Clercine, WE have a baby. We need to eat."
935,Our house is destroyed and we are sleeping outside under the rain. We don't have food nor ( Incomplete )
936,Please help us : find a tent. it's a family of 6 people. ( Incomplete - seems to be the end of a message )
937,"i have a problem talking to people in port-au-prince, please sti talking to people god bless us"
938,Please send food. Thank you. I'm in the village of The Plain
939,I think you will do the necessary things for me. .. Note : call for details. .. incomplete request
940,I live in Gonaives. The wounded are dying. They can't have/don't have doctors.
942,We are an accountant and two engineers. Please help us to find work or some food.
943,"I lost my mother and my father and other people who died. These people are very dear to me. For now, I am living with someone who needs help. .. Note : Call for rental"
944,medicine for sick people are at gonaives
945,"People have no water and food, suffering. .."
946,"stis that i have a lot of problems. my house has colapsed, i dont have clothes, I p. .."
947,"I live in Gonaives. I need help for the hospital in Raboto. We need water, food, and medication, because we have a thousand people who need medical attention right now."
948,"I lost my merchandize, my house is destroyed, please I need help"
949,"a country, I cannot function well. My house is located about 1km, when the heavy trucks pass by, the house shakes! I have two small children, ( my wife). .. ) GOLD ( Srm. .. . )"
951,For us to sleep and I am a student in my 2nd year in good in science Is it possible that we can get help please?
952,"3839. 9814 United States, come on, come help me in 10th communal section of Aquin. The international organizations, I have 8 children ok, please respond quikly"
953,"I think that right now, there is someone after God, who should do something for us in the short time, for me and my mom, my little brother because we have no shelter"
954,moral support. the situation is overwhelming for us. we need to find a way to go find our family in the US because we are the only ones left of this ( incomplete )
955,"practically no help at all. if it wasn't for god, we would have all died from hunger by now. ( incomplete )"
957,"A cold front is on Cuba this morning. It might hit haiti tomorrow. Lots of isolated intense rain showers are predicted for our region tonight ( Incomplete, beginning of a message )"
958,"I need to go find my family in the US. I don't have a house to stay in, I don't have cloths to wear, they haven't come to give any food in my area. I ( incomplete, beginning of a message )"
959,was. Please Help me! ( end of last message (I translated )
960,"knew to target the people who were the most in need. It was about giving it out to people they knew. This time, i want things to change, if they're helping in my aread, i shove ( Incomplete, follows the last message i translated )"
962,I can't reach my father who's located in Port-au-prince because i don't have a sufficient credit on my phone
963,"hello. please, i would like to join my family in the US"
964,"hello, there are alot of people who left port-au-prince that came to the cities in the provinces, it would be good if ( unintelligible ) would think of these people, because they have nothing to do."
965,"We are hungry we have nothing to eat, since the earthquake happened, we have not received anything. we are in the crossroads in the area of bertin"
966,"come and help us, we have nothing to live on, we are in the crossroads in the area of bertin"
967,i have a problem my house is destroyed
968,"we live in carrefour, in the area of bertin on fort street. we need food, water and toilets"
970,"People from Road of the amiti did not find Food, tent, water. . please Help us."
971,bring money to people. .. . thank you
972,"hello, i would like to leave for the us, just to get to my family, where i am they don't give us anything, i have nothing, i plead to you to help me"
973,immediaterly !!!!! I would like to find my family in the USA
974,we live on dead end ida is poupla avenue. we have no water to drink. help us
